date,mine_id,zone_id,shift,planned_tonnage,actual_tonnage,shortfall_tonnage,ore_grade_mined,hauling_trips,blasting_status,blasting_delay_hours,timestamp
2025-12-28,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,157.6,2.4,41.0,7,Completed,0.0,2025-12-28T22:00:00Z
2025-12-28,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,320.8,0.0,40.2,15,Completed,0.0,2025-12-28T22:00:00Z
2025-12-28,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,270.3,0.0,39.7,12,Completed,0.0,2025-12-28T22:00:00Z
2025-12-28,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,172.2,0.0,41.5,8,Completed,0.0,2025-12-28T22:00:00Z
2025-12-28,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,313.7,16.3,43.1,14,Completed,0.0,2025-12-28T22:00:00Z
2025-12-28,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,284.5,5.5,39.2,13,Completed,0.0,2025-12-28T22:00:00Z
2025-12-28,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,187.8,2.2,42.8,9,Completed,0.0,2025-12-28T22:00:00Z
2025-12-29,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,218.4,1.6,43.5,10,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,269.2,0.0,41.6,12,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,182.7,0.0,40.0,8,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,352.1,0.0,40.8,16,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,373.4,6.6,40.4,17,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,200.5,0.0,39.5,9,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,498.5,0.0,42.2,23,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,515.9,0.0,42.1,23,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,181.2,58.8,38.4,8,Completed,0.7,2025-12-29T22:00:00Z
2025-12-29,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,57.6,2.4,42.5,3,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,298.2,0.0,40.5,14,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,171.5,68.5,39.2,8,Postponed_Rain,3.2,2025-12-29T22:00:00Z
2025-12-29,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,86.0,64.0,37.4,4,Suspended_Pit_Inundation,4.3,2025-12-29T22:00:00Z
2025-12-29,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,293.9,0.0,40.1,13,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,236.2,0.0,41.4,11,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,178.4,0.0,43.5,8,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,222.1,87.9,39.1,10,Postponed_Rain,3.4,2025-12-29T22:00:00Z
2025-12-29,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,270.2,0.0,39.4,12,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,163.0,7.0,43.6,7,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,340.1,0.0,40.9,15,Completed,0.0,2025-12-29T22:00:00Z
2025-12-29,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,134.4,155.6,37.2,6,Suspended_Pit_Inundation,4.7,2025-12-29T22:00:00Z
2025-12-29,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,195.5,0.0,41.1,9,Completed,0.0,2025-12-29T22:00:00Z
2025-12-30,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,225.0,0.0,43.5,10,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,261.7,0.0,39.2,12,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,143.3,36.7,37.3,7,Postponed_Rain,1.9,2025-12-30T22:00:00Z
2025-12-30,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,368.3,0.0,42.3,17,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,235.1,144.9,41.1,11,Completed,0.1,2025-12-30T22:00:00Z
2025-12-30,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,155.6,44.4,38.3,7,Postponed_Rain,2.1,2025-12-30T22:00:00Z
2025-12-30,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,492.6,0.0,43.7,22,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,500.9,9.1,41.8,23,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,167.3,72.7,38.5,8,Completed,0.4,2025-12-30T22:00:00Z
2025-12-30,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,60.1,0.0,41.3,3,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,298.2,0.0,42.5,14,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,242.0,0.0,40.5,11,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,146.0,4.0,42.7,7,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,282.3,0.0,39.9,13,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,227.0,3.0,41.6,10,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,69.8,90.2,38.3,3,Suspended_Pit_Inundation,3.9,2025-12-30T22:00:00Z
2025-12-30,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,297.7,12.3,40.9,14,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,275.4,0.0,40.3,13,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,163.2,6.8,42.9,7,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,330.5,0.0,41.1,15,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,295.8,0.0,39.8,13,Completed,0.0,2025-12-30T22:00:00Z
2025-12-30,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,185.4,4.6,43.5,8,Completed,0.0,2025-12-30T22:00:00Z
2025-12-31,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,220.5,0.0,39.4,10,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,104.1,155.9,36.9,5,Suspended_Pit_Inundation,4.6,2025-12-31T22:00:00Z
2025-12-31,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,176.3,3.7,40.0,8,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,337.1,2.9,39.9,15,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,467.7,0.0,42.5,21,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,89.8,110.2,36.1,4,Suspended_Pit_Inundation,3.9,2025-12-31T22:00:00Z
2025-12-31,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,486.6,0.0,42.0,22,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,532.6,0.0,39.2,24,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,231.6,8.4,40.8,11,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,57.5,2.5,42.4,3,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,212.9,77.1,41.5,10,Delayed_Misfire,2.7,2025-12-31T22:00:00Z
2025-12-31,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,243.6,0.0,42.3,11,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,113.2,36.8,41.0,5,Delayed_Misfire,2.5,2025-12-31T22:00:00Z
2025-12-31,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,281.0,0.0,39.8,13,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,238.8,0.0,39.7,11,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,155.9,4.1,40.4,7,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,321.7,0.0,40.3,15,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,206.1,63.9,42.0,9,Completed,0.9,2025-12-31T22:00:00Z
2025-12-31,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,95.3,74.7,38.4,4,Completed,0.4,2025-12-31T22:00:00Z
2025-12-31,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,320.9,9.1,39.1,15,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,294.5,0.0,43.6,13,Completed,0.0,2025-12-31T22:00:00Z
2025-12-31,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,187.4,2.6,42.2,9,Completed,0.0,2025-12-31T22:00:00Z
2026-01-01,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,210.1,9.9,41.5,10,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,187.5,72.5,40.9,9,Postponed_Rain,3.1,2026-01-01T22:00:00Z
2026-01-01,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,174.9,5.1,40.8,8,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,331.2,8.8,40.9,15,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,381.0,0.0,39.8,17,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,194.2,5.8,41.8,9,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,481.4,0.0,40.9,22,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,486.7,23.3,40.7,22,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,245.1,0.0,40.0,11,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,35.8,24.2,40.3,2,Completed,0.5,2026-01-01T22:00:00Z
2026-01-01,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,172.2,117.8,36.6,8,Suspended_Pit_Inundation,4.0,2026-01-01T22:00:00Z
2026-01-01,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,234.9,5.1,40.5,11,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,156.1,0.0,39.1,7,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,274.8,5.2,40.7,12,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,227.5,2.5,42.9,10,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,164.2,0.0,42.2,7,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,314.5,0.0,40.6,14,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,224.1,45.9,41.2,10,Delayed_Misfire,3.0,2026-01-01T22:00:00Z
2026-01-01,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,163.8,6.2,40.0,7,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,314.9,15.1,40.2,14,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,282.4,7.6,39.3,13,Completed,0.0,2026-01-01T22:00:00Z
2026-01-01,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,181.2,8.8,41.1,8,Completed,0.0,2026-01-01T22:00:00Z
2026-01-02,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,227.4,0.0,39.5,10,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,165.8,94.2,41.0,8,Completed,0.2,2026-01-02T22:00:00Z
2026-01-02,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,141.4,38.6,38.2,6,Postponed_Rain,1.7,2026-01-02T22:00:00Z
2026-01-02,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,351.3,0.0,43.9,16,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,376.1,3.9,39.7,17,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,193.2,6.8,41.1,9,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,371.3,108.7,38.0,17,Completed,0.1,2026-01-02T22:00:00Z
2026-01-02,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,386.6,123.4,38.2,18,Postponed_Rain,3.4,2026-01-02T22:00:00Z
2026-01-02,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,245.7,0.0,39.8,11,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,57.1,2.9,40.2,3,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,295.9,0.0,39.1,13,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,231.1,8.9,41.6,11,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,150.7,0.0,42.4,7,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,272.6,7.4,39.3,12,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,229.7,0.3,39.5,10,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,120.1,39.9,40.4,5,Delayed_Misfire,3.5,2026-01-02T22:00:00Z
2026-01-02,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,131.2,178.8,39.0,6,Suspended_Pit_Inundation,5.4,2026-01-02T22:00:00Z
2026-01-02,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,264.1,5.9,42.7,12,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,168.4,1.6,41.4,8,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,315.3,14.7,42.8,14,Completed,0.0,2026-01-02T22:00:00Z
2026-01-02,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,232.8,57.2,38.8,11,Postponed_Rain,2.7,2026-01-02T22:00:00Z
2026-01-02,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,187.4,2.6,40.9,9,Completed,0.0,2026-01-02T22:00:00Z
2026-01-03,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,121.2,98.8,41.2,6,Completed,0.2,2026-01-03T22:00:00Z
2026-01-03,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,248.4,11.6,40.2,11,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,136.2,43.8,41.8,6,Delayed_Misfire,2.3,2026-01-03T22:00:00Z
2026-01-03,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,243.4,96.6,40.3,11,Completed,0.3,2026-01-03T22:00:00Z
2026-01-03,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,377.0,3.0,41.4,17,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,163.4,36.6,40.4,7,Delayed_Misfire,2.9,2026-01-03T22:00:00Z
2026-01-03,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,495.0,0.0,42.3,22,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,520.6,0.0,43.3,24,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,245.4,0.0,39.9,11,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,62.7,0.0,39.8,3,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,280.3,9.7,39.8,13,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,231.9,8.1,41.7,11,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,150.3,0.0,42.9,7,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,292.3,0.0,40.6,13,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,223.5,6.5,42.0,10,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,154.3,5.7,42.4,7,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,246.9,63.1,40.9,11,Postponed_Rain,2.1,2026-01-03T22:00:00Z
2026-01-03,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,203.0,67.0,43.0,9,Completed,0.7,2026-01-03T22:00:00Z
2026-01-03,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,164.4,5.6,40.7,7,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,333.0,0.0,39.8,15,Completed,0.0,2026-01-03T22:00:00Z
2026-01-03,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,207.6,82.4,39.1,9,Postponed_Rain,2.9,2026-01-03T22:00:00Z
2026-01-03,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,141.8,48.2,37.9,6,Postponed_Rain,2.7,2026-01-03T22:00:00Z
2026-01-04,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,153.6,66.4,40.1,7,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,272.1,0.0,42.5,12,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,188.2,0.0,40.4,9,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,329.7,10.3,40.7,15,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,294.0,86.0,37.9,13,Postponed_Rain,3.4,2026-01-04T22:00:00Z
2026-01-04,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,198.9,1.1,42.2,9,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,493.8,0.0,39.4,22,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,389.1,120.9,39.2,18,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,243.3,0.0,40.3,11,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,59.2,0.8,40.7,3,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,304.2,0.0,40.7,14,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,139.1,100.9,41.5,6,Completed,0.2,2026-01-04T22:00:00Z
2026-01-04,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,142.6,7.4,39.0,6,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,290.9,0.0,41.8,13,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,225.5,4.5,43.1,10,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,159.3,0.7,41.3,7,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,305.4,4.6,42.7,14,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,271.3,0.0,42.7,12,Completed,0.0,2026-01-04T22:00:00Z
2026-01-04,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,128.7,41.3,40.2,6,Delayed_Misfire,2.7,2026-01-04T22:00:00Z
2026-01-04,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,246.6,83.4,37.6,11,Postponed_Rain,2.8,2026-01-04T22:00:00Z
2026-01-04,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,217.2,72.8,41.7,10,Completed,0.7,2026-01-04T22:00:00Z
2026-01-04,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,183.0,7.0,42.4,8,Completed,0.0,2026-01-04T22:00:00Z
2026-01-05,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,166.8,53.2,40.6,8,Postponed_Rain,2.9,2026-01-05T22:00:00Z
2026-01-05,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,249.9,10.1,42.3,11,Completed,0.0,2026-01-05T22:00:00Z
2026-01-05,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,135.2,44.8,40.1,6,Completed,0.4,2026-01-05T22:00:00Z
2026-01-05,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,356.3,0.0,39.7,16,Completed,0.0,2026-01-05T22:00:00Z
2026-01-05,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,377.9,2.1,43.5,17,Completed,0.0,2026-01-05T22:00:00Z
2026-01-05,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,205.7,0.0,43.7,9,Completed,0.0,2026-01-05T22:00:00Z
2026-01-05,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,389.5,90.5,39.3,18,Postponed_Rain,3.0,2026-01-05T22:00:00Z
2026-01-05,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,486.3,23.7,40.0,22,Completed,0.0,2026-01-05T22:00:00Z
