mine_id,date,rainfall_mm,soil_moisture_pct,ambient_temp_c,humidity_pct,wind_speed_kmh,flood_risk_index,timestamp
MINE_UKWA_08,2025-10-07,0.0,27.5,24.1,54.3,17.5,LOW,2025-10-07T18:00:00Z
MINE_SITAPATORE_09,2025-10-07,0.0,26.0,32.0,33.2,16.7,LOW,2025-10-07T18:00:00Z
MINE_BELDONGRI_10,2025-10-07,0.0,22.1,33.5,30.7,16.9,LOW,2025-10-07T18:00:00Z
MINE_GUMGAON_02,2025-10-08,0.0,19.4,27.7,32.1,11.9,LOW,2025-10-08T18:00:00Z
MINE_TIRODI_03,2025-10-08,0.0,28.1,26.6,42.6,11.3,LOW,2025-10-08T18:00:00Z
MINE_DONGRI_04,2025-10-08,0.0,29.9,36.4,32.5,10.9,LOW,2025-10-08T18:00:00Z
MINE_KANDRI_05,2025-10-08,0.0,25.0,34.2,34.6,17.6,LOW,2025-10-08T18:00:00Z
MINE_MANSAR_06,2025-10-08,0.0,18.7,29.4,49.0,10.8,LOW,2025-10-08T18:00:00Z
MINE_CHIKLA_07,2025-10-08,0.0,22.4,31.1,33.2,13.5,LOW,2025-10-08T18:00:00Z
MINE_UKWA_08,2025-10-08,0.0,28.7,34.4,41.5,11.1,LOW,2025-10-08T18:00:00Z
MINE_SITAPATORE_09,2025-10-08,0.0,18.9,25.3,35.3,13.2,LOW,2025-10-08T18:00:00Z
MINE_BELDONGRI_10,2025-10-08,0.0,18.7,30.2,51.8,11.4,LOW,2025-10-08T18:00:00Z
MINE_GUMGAON_02,2025-10-09,7.3,17.3,33.6,56.1,12.7,LOW,2025-10-09T18:00:00Z
MINE_TIRODI_03,2025-10-09,0.0,16.4,37.2,30.3,16.3,LOW,2025-10-09T18:00:00Z
MINE_DONGRI_04,2025-10-09,6.7,28.5,24.8,39.6,13.6,LOW,2025-10-09T18:00:00Z
MINE_KANDRI_05,2025-10-09,0.0,16.0,27.6,39.0,14.4,LOW,2025-10-09T18:00:00Z
MINE_MANSAR_06,2025-10-09,0.0,23.8,24.9,51.9,14.0,LOW,2025-10-09T18:00:00Z
MINE_CHIKLA_07,2025-10-09,0.0,25.8,24.7,30.2,15.2,LOW,2025-10-09T18:00:00Z
MINE_UKWA_08,2025-10-09,0.0,16.4,30.3,37.6,12.4,LOW,2025-10-09T18:00:00Z
MINE_SITAPATORE_09,2025-10-09,11.3,19.7,28.6,55.1,10.7,LOW,2025-10-09T18:00:00Z
MINE_BELDONGRI_10,2025-10-09,0.0,23.1,30.4,46.7,13.5,LOW,2025-10-09T18:00:00Z
MINE_GUMGAON_02,2025-10-10,0.0,18.2,26.6,30.7,16.8,LOW,2025-10-10T18:00:00Z
MINE_TIRODI_03,2025-10-10,0.0,19.8,24.2,33.0,16.0,LOW,2025-10-10T18:00:00Z
MINE_DONGRI_04,2025-10-10,3.1,16.4,36.5,53.8,14.3,LOW,2025-10-10T18:00:00Z
MINE_KANDRI_05,2025-10-10,7.8,16.6,24.4,38.5,13.2,LOW,2025-10-10T18:00:00Z
MINE_MANSAR_06,2025-10-10,8.4,26.2,35.6,54.0,13.8,LOW,2025-10-10T18:00:00Z
MINE_CHIKLA_07,2025-10-10,2.0,16.8,29.5,45.1,17.5,LOW,2025-10-10T18:00:00Z
MINE_UKWA_08,2025-10-10,0.0,25.1,36.8,45.6,17.6,LOW,2025-10-10T18:00:00Z
MINE_SITAPATORE_09,2025-10-10,0.0,17.4,36.5,52.0,12.0,LOW,2025-10-10T18:00:00Z
MINE_BELDONGRI_10,2025-10-10,9.1,25.7,28.3,38.3,15.5,LOW,2025-10-10T18:00:00Z
MINE_GUMGAON_02,2025-10-11,0.0,24.7,33.2,33.4,10.5,LOW,2025-10-11T18:00:00Z
MINE_TIRODI_03,2025-10-11,0.0,31.9,37.3,37.7,17.3,LOW,2025-10-11T18:00:00Z
MINE_DONGRI_04,2025-10-11,0.0,24.0,33.7,43.0,13.3,LOW,2025-10-11T18:00:00Z
MINE_KANDRI_05,2025-10-11,10.5,18.1,31.9,50.7,10.8,LOW,2025-10-11T18:00:00Z
MINE_MANSAR_06,2025-10-11,2.7,17.5,29.9,39.3,17.5,LOW,2025-10-11T18:00:00Z
MINE_CHIKLA_07,2025-10-11,0.0,31.2,34.6,31.1,17.1,LOW,2025-10-11T18:00:00Z
MINE_UKWA_08,2025-10-11,0.0,24.9,27.5,57.6,17.7,LOW,2025-10-11T18:00:00Z
MINE_SITAPATORE_09,2025-10-11,0.0,24.1,26.3,42.9,11.1,LOW,2025-10-11T18:00:00Z
MINE_BELDONGRI_10,2025-10-11,0.0,27.7,24.8,55.7,15.1,LOW,2025-10-11T18:00:00Z
MINE_GUMGAON_02,2025-10-12,0.0,18.9,27.7,45.8,13.8,LOW,2025-10-12T18:00:00Z
MINE_TIRODI_03,2025-10-12,0.0,27.3,31.0,57.4,17.7,LOW,2025-10-12T18:00:00Z
MINE_DONGRI_04,2025-10-12,0.0,30.0,26.7,47.6,12.7,LOW,2025-10-12T18:00:00Z
MINE_KANDRI_05,2025-10-12,0.0,27.0,24.2,49.6,12.0,LOW,2025-10-12T18:00:00Z
MINE_MANSAR_06,2025-10-12,0.0,25.8,32.1,41.2,13.4,LOW,2025-10-12T18:00:00Z
MINE_CHIKLA_07,2025-10-12,0.0,28.8,28.3,40.8,14.3,LOW,2025-10-12T18:00:00Z
MINE_UKWA_08,2025-10-12,0.0,26.8,27.5,45.6,12.6,LOW,2025-10-12T18:00:00Z
MINE_SITAPATORE_09,2025-10-12,0.0,28.7,28.9,49.9,14.8,LOW,2025-10-12T18:00:00Z
MINE_BELDONGRI_10,2025-10-12,0.0,24.8,33.3,41.3,16.3,LOW,2025-10-12T18:00:00Z
MINE_GUMGAON_02,2025-10-13,0.0,20.0,37.6,54.3,16.6,LOW,2025-10-13T18:00:00Z
MINE_TIRODI_03,2025-10-13,0.0,30.3,37.1,47.7,10.5,LOW,2025-10-13T18:00:00Z
MINE_DONGRI_04,2025-10-13,0.0,22.8,27.4,51.8,10.9,LOW,2025-10-13T18:00:00Z
MINE_KANDRI_05,2025-10-13,0.0,18.1,29.2,49.3,12.0,LOW,2025-10-13T18:00:00Z
MINE_MANSAR_06,2025-10-13,0.0,21.5,37.6,41.6,13.2,LOW,2025-10-13T18:00:00Z
MINE_CHIKLA_07,2025-10-13,0.0,24.5,29.9,54.8,11.6,LOW,2025-10-13T18:00:00Z
MINE_UKWA_08,2025-10-13,0.0,20.5,27.7,40.2,15.7,LOW,2025-10-13T18:00:00Z
MINE_SITAPATORE_09,2025-10-13,0.0,30.1,37.2,35.7,17.0,LOW,2025-10-13T18:00:00Z
MINE_BELDONGRI_10,2025-10-13,0.0,17.3,25.5,39.5,17.1,LOW,2025-10-13T18:00:00Z
MINE_GUMGAON_02,2025-10-14,0.0,31.9,28.7,48.0,11.3,LOW,2025-10-14T18:00:00Z
MINE_TIRODI_03,2025-10-14,0.0,26.1,31.4,38.4,16.9,LOW,2025-10-14T18:00:00Z
MINE_DONGRI_04,2025-10-14,0.0,22.1,31.1,55.2,10.6,LOW,2025-10-14T18:00:00Z
MINE_KANDRI_05,2025-10-14,0.0,18.0,36.7,37.6,13.9,LOW,2025-10-14T18:00:00Z
MINE_MANSAR_06,2025-10-14,0.0,30.4,33.2,38.1,14.7,LOW,2025-10-14T18:00:00Z
MINE_CHIKLA_07,2025-10-14,0.0,31.9,26.4,42.3,11.6,LOW,2025-10-14T18:00:00Z
MINE_UKWA_08,2025-10-14,0.0,30.5,32.7,54.7,13.0,LOW,2025-10-14T18:00:00Z
MINE_SITAPATORE_09,2025-10-14,0.0,29.0,29.0,53.9,10.5,LOW,2025-10-14T18:00:00Z
MINE_BELDONGRI_10,2025-10-14,0.0,17.9,29.2,56.4,10.6,LOW,2025-10-14T18:00:00Z
MINE_GUMGAON_02,2025-10-15,0.0,29.7,30.7,45.9,17.3,LOW,2025-10-15T18:00:00Z
MINE_TIRODI_03,2025-10-15,0.0,16.8,37.4,52.8,14.5,LOW,2025-10-15T18:00:00Z
MINE_DONGRI_04,2025-10-15,0.0,27.8,38.0,30.7,14.0,LOW,2025-10-15T18:00:00Z
MINE_KANDRI_05,2025-10-15,0.0,22.5,28.2,56.6,15.9,LOW,2025-10-15T18:00:00Z
MINE_MANSAR_06,2025-10-15,0.0,26.9,37.7,56.3,12.5,LOW,2025-10-15T18:00:00Z
MINE_CHIKLA_07,2025-10-15,0.0,31.8,32.9,55.8,15.1,LOW,2025-10-15T18:00:00Z
MINE_UKWA_08,2025-10-15,5.6,27.9,29.4,50.3,13.0,LOW,2025-10-15T18:00:00Z
MINE_SITAPATORE_09,2025-10-15,0.0,26.0,27.4,42.5,12.5,LOW,2025-10-15T18:00:00Z
MINE_BELDONGRI_10,2025-10-15,0.0,29.0,35.2,52.3,14.2,LOW,2025-10-15T18:00:00Z
MINE_GUMGAON_02,2025-10-16,0.0,31.3,32.8,40.8,10.1,LOW,2025-10-16T18:00:00Z
MINE_TIRODI_03,2025-10-16,9.5,23.0,28.9,30.3,10.9,LOW,2025-10-16T18:00:00Z
MINE_DONGRI_04,2025-10-16,0.0,16.0,34.2,35.3,13.3,LOW,2025-10-16T18:00:00Z
MINE_KANDRI_05,2025-10-16,3.8,16.8,36.7,43.5,14.5,LOW,2025-10-16T18:00:00Z
MINE_MANSAR_06,2025-10-16,0.0,24.7,35.0,56.9,14.1,LOW,2025-10-16T18:00:00Z
MINE_CHIKLA_07,2025-10-16,0.0,18.1,37.0,31.7,13.1,LOW,2025-10-16T18:00:00Z
MINE_UKWA_08,2025-10-16,9.2,25.9,28.1,40.4,16.8,LOW,2025-10-16T18:00:00Z
MINE_SITAPATORE_09,2025-10-16,0.0,28.2,32.7,52.8,16.0,LOW,2025-10-16T18:00:00Z
MINE_BELDONGRI_10,2025-10-16,0.0,30.0,26.3,56.1,15.2,LOW,2025-10-16T18:00:00Z
MINE_GUMGAON_02,2025-10-17,0.0,20.5,27.8,37.2,10.1,LOW,2025-10-17T18:00:00Z
MINE_TIRODI_03,2025-10-17,0.0,29.5,26.4,49.8,14.3,LOW,2025-10-17T18:00:00Z
MINE_DONGRI_04,2025-10-17,0.0,27.5,29.0,40.3,14.2,LOW,2025-10-17T18:00:00Z
MINE_KANDRI_05,2025-10-17,0.0,21.2,32.4,54.3,12.2,LOW,2025-10-17T18:00:00Z
MINE_MANSAR_06,2025-10-17,0.0,26.6,33.8,36.0,16.0,LOW,2025-10-17T18:00:00Z
MINE_CHIKLA_07,2025-10-17,0.0,28.2,31.1,46.6,10.2,LOW,2025-10-17T18:00:00Z
MINE_UKWA_08,2025-10-17,0.0,23.6,30.6,53.0,15.1,LOW,2025-10-17T18:00:00Z
MINE_SITAPATORE_09,2025-10-17,0.0,19.3,30.2,30.4,12.5,LOW,2025-10-17T18:00:00Z
MINE_BELDONGRI_10,2025-10-17,0.0,16.6,32.2,46.9,15.8,LOW,2025-10-17T18:00:00Z
MINE_GUMGAON_02,2025-10-18,0.0,21.1,34.8,52.9,11.8,LOW,2025-10-18T18:00:00Z
MINE_TIRODI_03,2025-10-18,3.6,31.6,30.1,30.7,11.1,LOW,2025-10-18T18:00:00Z
MINE_DONGRI_04,2025-10-18,0.0,24.8,29.7,47.7,13.1,LOW,2025-10-18T18:00:00Z
MINE_KANDRI_05,2025-10-18,0.0,29.7,29.9,40.0,15.4,LOW,2025-10-18T18:00:00Z
MINE_MANSAR_06,2025-10-18,0.0,22.3,36.7,39.1,10.7,LOW,2025-10-18T18:00:00Z
MINE_CHIKLA_07,2025-10-18,0.0,16.9,31.0,33.6,11.3,LOW,2025-10-18T18:00:00Z
MINE_UKWA_08,2025-10-18,0.0,21.0,33.2,55.6,14.2,LOW,2025-10-18T18:00:00Z
MINE_SITAPATORE_09,2025-10-18,0.0,18.1,27.9,46.3,10.5,LOW,2025-10-18T18:00:00Z
MINE_BELDONGRI_10,2025-10-18,0.0,28.6,32.9,39.0,13.0,LOW,2025-10-18T18:00:00Z
MINE_GUMGAON_02,2025-10-19,0.0,28.8,33.0,43.2,13.6,LOW,2025-10-19T18:00:00Z
MINE_TIRODI_03,2025-10-19,0.0,25.5,24.5,42.5,17.2,LOW,2025-10-19T18:00:00Z
MINE_DONGRI_04,2025-10-19,0.0,30.8,34.8,39.0,17.2,LOW,2025-10-19T18:00:00Z
MINE_KANDRI_05,2025-10-19,0.0,29.8,31.8,51.0,15.8,LOW,2025-10-19T18:00:00Z
MINE_MANSAR_06,2025-10-19,0.0,28.0,28.6,34.8,17.5,LOW,2025-10-19T18:00:00Z
MINE_CHIKLA_07,2025-10-19,0.0,27.9,35.6,41.7,16.3,LOW,2025-10-19T18:00:00Z
MINE_UKWA_08,2025-10-19,0.0,16.8,33.2,52.6,16.2,LOW,2025-10-19T18:00:00Z
MINE_SITAPATORE_09,2025-10-19,0.0,29.6,32.2,47.8,11.4,LOW,2025-10-19T18:00:00Z
MINE_BELDONGRI_10,2025-10-19,0.0,27.0,35.9,42.0,17.0,LOW,2025-10-19T18:00:00Z
MINE_GUMGAON_02,2025-10-20,0.0,26.0,30.9,49.0,14.7,LOW,2025-10-20T18:00:00Z
MINE_TIRODI_03,2025-10-20,0.0,25.9,26.0,53.0,15.3,LOW,2025-10-20T18:00:00Z
MINE_DONGRI_04,2025-10-20,0.0,16.6,24.0,45.7,16.1,LOW,2025-10-20T18:00:00Z
MINE_KANDRI_05,2025-10-20,0.0,27.4,37.2,37.9,13.3,LOW,2025-10-20T18:00:00Z
MINE_MANSAR_06,2025-10-20,0.0,23.5,28.5,53.4,14.3,LOW,2025-10-20T18:00:00Z
MINE_CHIKLA_07,2025-10-20,11.9,26.8,32.5,43.5,15.6,LOW,2025-10-20T18:00:00Z
MINE_UKWA_08,2025-10-20,0.0,25.8,29.8,38.7,15.8,LOW,2025-10-20T18:00:00Z
MINE_SITAPATORE_09,2025-10-20,0.0,16.3,24.8,39.9,10.2,LOW,2025-10-20T18:00:00Z
MINE_BELDONGRI_10,2025-10-20,0.0,19.3,36.4,32.1,14.2,LOW,2025-10-20T18:00:00Z
MINE_GUMGAON_02,2025-10-21,0.0,23.9,30.3,44.6,15.2,LOW,2025-10-21T18:00:00Z
MINE_TIRODI_03,2025-10-21,0.0,31.9,36.5,35.3,11.7,LOW,2025-10-21T18:00:00Z
MINE_DONGRI_04,2025-10-21,0.0,20.6,34.0,47.2,13.8,LOW,2025-10-21T18:00:00Z
MINE_KANDRI_05,2025-10-21,0.0,28.9,24.7,36.9,17.9,LOW,2025-10-21T18:00:00Z
MINE_MANSAR_06,2025-10-21,0.0,26.8,24.9,52.8,12.3,LOW,2025-10-21T18:00:00Z
MINE_CHIKLA_07,2025-10-21,0.0,26.4,27.5,48.3,16.9,LOW,2025-10-21T18:00:00Z
MINE_UKWA_08,2025-10-21,3.0,16.3,32.5,35.6,11.8,LOW,2025-10-21T18:00:00Z
MINE_SITAPATORE_09,2025-10-21,0.0,24.6,34.2,49.2,10.5,LOW,2025-10-21T18:00:00Z
MINE_BELDONGRI_10,2025-10-21,0.0,30.9,30.8,57.3,17.5,LOW,2025-10-21T18:00:00Z
MINE_GUMGAON_02,2025-10-22,0.0,23.3,30.5,36.7,13.3,LOW,2025-10-22T18:00:00Z
MINE_TIRODI_03,2025-10-22,0.0,23.3,28.4,39.8,12.6,LOW,2025-10-22T18:00:00Z
MINE_DONGRI_04,2025-10-22,0.0,19.3,36.6,44.1,14.9,LOW,2025-10-22T18:00:00Z
MINE_KANDRI_05,2025-10-22,0.0,27.1,26.8,51.6,15.8,LOW,2025-10-22T18:00:00Z
MINE_MANSAR_06,2025-10-22,0.0,16.8,29.3,35.7,12.5,LOW,2025-10-22T18:00:00Z
MINE_CHIKLA_07,2025-10-22,0.0,29.2,31.5,50.5,11.1,LOW,2025-10-22T18:00:00Z
MINE_UKWA_08,2025-10-22,0.0,19.0,37.2,32.3,12.9,LOW,2025-10-22T18:00:00Z
MINE_SITAPATORE_09,2025-10-22,0.0,17.1,37.6,44.6,12.7,LOW,2025-10-22T18:00:00Z
MINE_BELDONGRI_10,2025-10-22,0.0,23.4,26.0,37.0,13.5,LOW,2025-10-22T18:00:00Z
MINE_GUMGAON_02,2025-10-23,0.0,22.8,29.4,37.9,10.8,LOW,2025-10-23T18:00:00Z
MINE_TIRODI_03,2025-10-23,0.0,18.0,35.5,38.6,14.1,LOW,2025-10-23T18:00:00Z
MINE_DONGRI_04,2025-10-23,0.0,17.7,37.1,57.4,17.7,LOW,2025-10-23T18:00:00Z
MINE_KANDRI_05,2025-10-23,0.0,19.9,37.8,48.5,13.6,LOW,2025-10-23T18:00:00Z
MINE_MANSAR_06,2025-10-23,0.0,30.3,30.4,31.5,14.7,LOW,2025-10-23T18:00:00Z
MINE_CHIKLA_07,2025-10-23,7.2,29.2,36.9,39.7,15.3,LOW,2025-10-23T18:00:00Z
MINE_UKWA_08,2025-10-23,0.0,27.8,34.8,40.1,15.0,LOW,2025-10-23T18:00:00Z
MINE_SITAPATORE_09,2025-10-23,0.0,28.3,26.3,45.3,14.3,LOW,2025-10-23T18:00:00Z
MINE_BELDONGRI_10,2025-10-23,0.0,28.3,32.4,32.4,15.4,LOW,2025-10-23T18:00:00Z
MINE_GUMGAON_02,2025-10-24,0.0,25.4,37.5,53.2,12.9,LOW,2025-10-24T18:00:00Z
MINE_TIRODI_03,2025-10-24,0.0,26.9,28.7,46.3,16.0,LOW,2025-10-24T18:00:00Z
MINE_DONGRI_04,2025-10-24,0.0,20.4,35.7,41.0,18.0,LOW,2025-10-24T18:00:00Z
MINE_KANDRI_05,2025-10-24,0.0,22.9,34.7,34.0,16.6,LOW,2025-10-24T18:00:00Z
MINE_MANSAR_06,2025-10-24,3.8,31.5,26.4,54.4,17.8,LOW,2025-10-24T18:00:00Z
MINE_CHIKLA_07,2025-10-24,0.0,27.8,29.3,45.1,12.6,LOW,2025-10-24T18:00:00Z
MINE_UKWA_08,2025-10-24,0.0,16.1,25.0,46.5,16.1,LOW,2025-10-24T18:00:00Z
MINE_SITAPATORE_09,2025-10-24,0.0,21.5,24.6,55.0,12.4,LOW,2025-10-24T18:00:00Z
MINE_BELDONGRI_10,2025-10-24,0.0,16.7,37.1,49.0,11.8,LOW,2025-10-24T18:00:00Z
MINE_GUMGAON_02,2025-10-25,0.0,28.1,37.3,55.3,15.9,LOW,2025-10-25T18:00:00Z
MINE_TIRODI_03,2025-10-25,0.0,27.2,24.8,49.4,15.3,LOW,2025-10-25T18:00:00Z
MINE_DONGRI_04,2025-10-25,0.0,30.4,24.5,47.8,11.9,LOW,2025-10-25T18:00:00Z
MINE_KANDRI_05,2025-10-25,0.0,22.8,33.4,33.0,10.8,LOW,2025-10-25T18:00:00Z
MINE_MANSAR_06,2025-10-25,0.0,16.2,30.8,47.3,16.4,LOW,2025-10-25T18:00:00Z
MINE_CHIKLA_07,2025-10-25,0.0,22.2,27.8,43.5,16.7,LOW,2025-10-25T18:00:00Z
MINE_UKWA_08,2025-10-25,0.0,20.6,26.5,44.1,17.4,LOW,2025-10-25T18:00:00Z
MINE_SITAPATORE_09,2025-10-25,0.0,29.9,34.6,51.1,13.9,LOW,2025-10-25T18:00:00Z
MINE_BELDONGRI_10,2025-10-25,0.0,21.4,25.3,39.9,10.4,LOW,2025-10-25T18:00:00Z
MINE_GUMGAON_02,2025-10-26,0.0,22.3,37.1,32.0,12.9,LOW,2025-10-26T18:00:00Z
MINE_TIRODI_03,2025-10-26,0.0,27.1,29.1,41.6,13.3,LOW,2025-10-26T18:00:00Z
MINE_DONGRI_04,2025-10-26,0.0,22.6,37.8,55.0,17.8,LOW,2025-10-26T18:00:00Z
MINE_KANDRI_05,2025-10-26,0.0,22.7,34.4,40.9,13.3,LOW,2025-10-26T18:00:00Z
MINE_MANSAR_06,2025-10-26,7.3,21.9,25.7,41.6,16.9,LOW,2025-10-26T18:00:00Z
MINE_CHIKLA_07,2025-10-26,3.3,21.3,37.8,35.2,12.1,LOW,2025-10-26T18:00:00Z
MINE_UKWA_08,2025-10-26,0.0,17.2,26.1,41.1,13.2,LOW,2025-10-26T18:00:00Z
MINE_SITAPATORE_09,2025-10-26,0.0,17.3,26.0,49.9,17.2,LOW,2025-10-26T18:00:00Z
MINE_BELDONGRI_10,2025-10-26,0.0,27.8,28.4,53.5,15.6,LOW,2025-10-26T18:00:00Z
MINE_GUMGAON_02,2025-10-27,0.0,23.8,28.3,43.5,16.0,LOW,2025-10-27T18:00:00Z
MINE_TIRODI_03,2025-10-27,0.0,25.7,29.7,35.5,14.6,LOW,2025-10-27T18:00:00Z
MINE_DONGRI_04,2025-10-27,0.0,16.9,26.3,47.6,12.1,LOW,2025-10-27T18:00:00Z
MINE_KANDRI_05,2025-10-27,0.0,25.1,35.6,35.1,16.1,LOW,2025-10-27T18:00:00Z
MINE_MANSAR_06,2025-10-27,0.0,27.7,29.9,33.7,10.0,LOW,2025-10-27T18:00:00Z
MINE_CHIKLA_07,2025-10-27,0.0,23.7,29.7,55.7,16.1,LOW,2025-10-27T18:00:00Z
MINE_UKWA_08,2025-10-27,0.0,22.2,37.6,51.1,10.7,LOW,2025-10-27T18:00:00Z
MINE_SITAPATORE_09,2025-10-27,0.0,29.8,27.4,57.9,15.2,LOW,2025-10-27T18:00:00Z
MINE_BELDONGRI_10,2025-10-27,0.0,21.8,28.8,52.7,10.0,LOW,2025-10-27T18:00:00Z
MINE_GUMGAON_02,2025-10-28,0.0,18.8,24.2,35.3,13.3,LOW,2025-10-28T18:00:00Z
MINE_TIRODI_03,2025-10-28,0.0,27.8,30.9,40.5,15.0,LOW,2025-10-28T18:00:00Z
MINE_DONGRI_04,2025-10-28,0.0,28.3,31.3,52.4,10.0,LOW,2025-10-28T18:00:00Z
MINE_KANDRI_05,2025-10-28,0.0,16.1,37.6,31.0,16.8,LOW,2025-10-28T18:00:00Z
MINE_MANSAR_06,2025-10-28,0.0,19.3,27.1,33.6,16.1,LOW,2025-10-28T18:00:00Z
MINE_CHIKLA_07,2025-10-28,0.0,23.1,36.1,57.6,11.7,LOW,2025-10-28T18:00:00Z
MINE_UKWA_08,2025-10-28,0.0,18.0,34.1,52.0,16.7,LOW,2025-10-28T18:00:00Z
MINE_SITAPATORE_09,2025-10-28,0.0,24.9,33.7,34.2,17.7,LOW,2025-10-28T18:00:00Z
MINE_BELDONGRI_10,2025-10-28,0.0,24.6,33.6,42.0,16.6,LOW,2025-10-28T18:00:00Z
MINE_GUMGAON_02,2025-10-29,0.0,25.3,31.1,57.6,17.7,LOW,2025-10-29T18:00:00Z
MINE_TIRODI_03,2025-10-29,0.0,25.0,26.8,48.2,15.3,LOW,2025-10-29T18:00:00Z
MINE_DONGRI_04,2025-10-29,2.1,26.5,26.3,51.3,13.7,LOW,2025-10-29T18:00:00Z
MINE_KANDRI_05,2025-10-29,0.0,16.5,37.1,47.9,13.4,LOW,2025-10-29T18:00:00Z
MINE_MANSAR_06,2025-10-29,0.0,22.3,34.1,47.3,13.8,LOW,2025-10-29T18:00:00Z
MINE_CHIKLA_07,2025-10-29,0.0,26.4,26.2,56.6,12.6,LOW,2025-10-29T18:00:00Z
MINE_UKWA_08,2025-10-29,0.0,21.4,26.7,57.4,13.9,LOW,2025-10-29T18:00:00Z
MINE_SITAPATORE_09,2025-10-29,2.9,26.6,27.9,57.8,16.7,LOW,2025-10-29T18:00:00Z
MINE_BELDONGRI_10,2025-10-29,0.0,19.5,32.9,35.5,15.9,LOW,2025-10-29T18:00:00Z
MINE_GUMGAON_02,2025-10-30,0.0,18.5,27.5,39.6,16.8,LOW,2025-10-30T18:00:00Z
MINE_TIRODI_03,2025-10-30,0.0,27.0,29.8,53.3,14.7,LOW,2025-10-30T18:00:00Z
MINE_DONGRI_04,2025-10-30,0.0,29.0,35.6,50.5,10.4,LOW,2025-10-30T18:00:00Z
MINE_KANDRI_05,2025-10-30,0.0,23.3,24.9,52.1,11.0,LOW,2025-10-30T18:00:00Z
MINE_MANSAR_06,2025-10-30,0.0,22.4,26.1,53.8,15.0,LOW,2025-10-30T18:00:00Z
MINE_CHIKLA_07,2025-10-30,0.0,25.7,31.0,34.5,15.8,LOW,2025-10-30T18:00:00Z
MINE_UKWA_08,2025-10-30,0.0,19.8,31.0,34.7,10.0,LOW,2025-10-30T18:00:00Z
MINE_SITAPATORE_09,2025-10-30,0.0,21.2,27.9,43.1,14.0,LOW,2025-10-30T18:00:00Z
MINE_BELDONGRI_10,2025-10-30,0.0,17.4,29.6,32.4,16.9,LOW,2025-10-30T18:00:00Z
MINE_GUMGAON_02,2025-10-31,0.0,29.4,25.9,55.3,11.3,LOW,2025-10-31T18:00:00Z
MINE_TIRODI_03,2025-10-31,0.0,31.1,34.5,33.0,14.5,LOW,2025-10-31T18:00:00Z
MINE_DONGRI_04,2025-10-31,0.0,20.3,37.0,48.7,10.2,LOW,2025-10-31T18:00:00Z
MINE_KANDRI_05,2025-10-31,0.0,18.1,28.3,54.0,14.6,LOW,2025-10-31T18:00:00Z
MINE_MANSAR_06,2025-10-31,0.0,26.7,34.4,37.2,16.9,LOW,2025-10-31T18:00:00Z
MINE_CHIKLA_07,2025-10-31,0.0,29.3,37.8,54.2,10.6,LOW,2025-10-31T18:00:00Z
MINE_UKWA_08,2025-10-31,0.0,30.7,31.5,42.2,15.0,LOW,2025-10-31T18:00:00Z
MINE_SITAPATORE_09,2025-10-31,9.1,30.1,24.5,55.1,16.8,LOW,2025-10-31T18:00:00Z
MINE_BELDONGRI_10,2025-10-31,0.0,25.5,34.1,50.9,14.1,LOW,2025-10-31T18:00:00Z
MINE_GUMGAON_02,2025-11-01,0.0,19.3,33.8,57.2,16.3,LOW,2025-11-01T18:00:00Z
MINE_TIRODI_03,2025-11-01,0.0,31.0,32.3,35.3,16.5,LOW,2025-11-01T18:00:00Z
MINE_DONGRI_04,2025-11-01,0.0,25.3,28.0,34.3,13.7,LOW,2025-11-01T18:00:00Z
MINE_KANDRI_05,2025-11-01,0.0,17.7,34.9,48.8,13.3,LOW,2025-11-01T18:00:00Z
MINE_MANSAR_06,2025-11-01,0.0,23.9,24.6,56.2,11.1,LOW,2025-11-01T18:00:00Z
MINE_CHIKLA_07,2025-11-01,0.0,16.5,36.0,36.3,15.1,LOW,2025-11-01T18:00:00Z
MINE_UKWA_08,2025-11-01,0.0,31.0,25.4,31.9,10.1,LOW,2025-11-01T18:00:00Z
MINE_SITAPATORE_09,2025-11-01,0.0,25.9,29.5,43.3,17.8,LOW,2025-11-01T18:00:00Z
MINE_BELDONGRI_10,2025-11-01,0.0,31.1,26.8,42.4,12.4,LOW,2025-11-01T18:00:00Z
MINE_GUMGAON_02,2025-11-02,0.0,19.6,36.5,40.1,13.9,LOW,2025-11-02T18:00:00Z
MINE_TIRODI_03,2025-11-02,0.0,17.6,32.8,30.1,13.2,LOW,2025-11-02T18:00:00Z
MINE_DONGRI_04,2025-11-02,0.0,23.8,28.0,54.1,11.6,LOW,2025-11-02T18:00:00Z
MINE_KANDRI_05,2025-11-02,0.0,23.7,28.4,41.0,13.6,LOW,2025-11-02T18:00:00Z
MINE_MANSAR_06,2025-11-02,0.0,17.2,27.5,46.7,14.7,LOW,2025-11-02T18:00:00Z
MINE_CHIKLA_07,2025-11-02,0.0,21.5,37.8,55.0,15.2,LOW,2025-11-02T18:00:00Z
MINE_UKWA_08,2025-11-02,0.0,31.5,34.1,31.4,12.8,LOW,2025-11-02T18:00:00Z
MINE_SITAPATORE_09,2025-11-02,0.0,22.9,25.7,53.8,12.6,LOW,2025-11-02T18:00:00Z
MINE_BELDONGRI_10,2025-11-02,0.0,18.2,32.3,34.9,16.7,LOW,2025-11-02T18:00:00Z
