satellite_source,mine_id,zone_id,ndvi,ndwi,land_surface_temp_c,soil_moisture_satellite_pct,cloud_coverage_pct,data_quality_flag,timestamp
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.316,0.052,33.5,67.4,6.8,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.46,-0.009,42.0,35.8,1.4,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.251,-0.194,37.1,29.1,6.5,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.258,-0.014,36.3,59.9,4.5,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.286,-0.171,40.5,51.6,0.3,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.262,-0.195,41.6,53.8,1.6,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.215,-0.153,34.2,31.1,2.7,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.323,0.005,41.2,32.8,5.7,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.267,-0.025,37.0,58.2,0.6,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.336,0.074,30.3,33.1,0.3,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.296,-0.156,36.7,38.6,2.8,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.171,0.097,34.1,63.8,1.0,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.227,-0.006,32.3,22.3,0.0,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.263,0.061,36.7,49.7,2.4,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.324,-0.112,35.5,43.5,5.0,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.376,0.01,31.2,47.2,5.9,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.343,-0.117,34.4,47.6,6.2,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.286,-0.017,31.7,60.8,6.9,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.299,0.011,34.0,28.0,5.5,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.32,-0.028,38.5,63.0,0.8,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.217,-0.016,40.7,62.2,2.8,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.262,-0.021,41.7,28.6,5.3,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.267,0.064,36.1,58.2,7.5,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.452,0.082,38.9,48.1,2.4,CLEAR,2025-10-21T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.124,-0.18,39.9,29.8,2.3,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.197,0.016,41.7,29.2,3.4,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.241,0.004,32.7,67.0,5.1,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.244,-0.173,40.4,54.0,7.2,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.455,0.098,32.5,25.3,1.2,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.326,-0.157,39.5,24.0,0.5,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.301,0.078,36.4,51.9,0.2,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.337,0.008,32.9,66.5,0.6,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.348,-0.193,34.4,55.9,6.2,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.148,-0.095,35.3,43.3,3.5,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.185,-0.016,33.5,29.5,3.3,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.34,-0.169,35.6,52.3,0.2,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.279,0.007,38.8,55.7,0.9,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.367,0.044,33.5,57.5,3.0,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.181,-0.146,31.5,27.2,4.1,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.151,-0.045,30.2,34.9,4.7,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.324,-0.02,39.4,24.8,1.4,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.229,-0.225,40.1,35.5,4.6,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.35,-0.151,37.2,22.7,7.7,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.243,0.061,31.0,25.4,3.7,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.301,-0.154,41.6,25.5,6.4,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.256,-0.247,31.1,55.5,4.1,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.408,-0.236,35.0,57.5,3.6,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.321,-0.023,33.2,34.2,1.8,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.341,-0.134,30.3,38.2,2.1,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.22,-0.09,30.6,29.2,2.7,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.235,-0.114,31.3,37.4,0.9,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.211,-0.098,40.4,43.7,0.8,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.231,-0.121,32.3,27.1,3.1,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.297,-0.102,33.9,51.1,7.6,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.331,-0.185,33.8,31.9,6.8,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.205,-0.18,40.8,30.6,0.1,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.135,0.007,36.5,67.5,2.6,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.309,-0.188,41.1,47.2,3.5,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.319,0.009,35.1,49.3,2.5,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.342,0.034,34.9,26.6,0.1,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.469,0.007,37.4,32.9,0.6,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.331,0.094,41.3,54.4,2.2,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.209,0.034,37.3,45.2,1.3,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.308,-0.031,41.3,27.1,6.3,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.22,-0.005,39.5,30.5,4.2,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.329,-0.143,30.9,54.7,6.9,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.239,-0.197,34.3,51.3,2.4,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.25,-0.235,34.9,34.0,1.4,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.359,0.078,35.2,49.4,3.1,CLEAR,2025-10-25T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.164,-0.153,30.8,25.8,2.7,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.215,-0.19,37.7,28.2,7.0,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.222,-0.155,30.2,41.6,3.8,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.293,-0.168,34.6,43.1,0.5,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.399,-0.071,40.7,33.6,0.4,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.291,-0.172,34.3,54.9,6.9,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.233,0.01,31.2,38.4,4.6,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.208,-0.187,33.0,41.9,0.7,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.307,-0.025,30.2,42.5,7.8,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.135,0.034,33.9,27.4,1.1,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.184,0.056,30.7,53.4,7.3,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.263,-0.045,39.3,67.0,6.8,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.203,-0.155,38.1,50.7,5.9,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.349,-0.021,41.4,44.0,7.2,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.142,-0.106,39.3,41.2,7.1,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.141,0.036,37.1,66.6,0.4,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.259,-0.108,42.0,41.7,6.3,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.251,-0.243,37.7,51.8,2.7,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.338,-0.012,30.6,32.0,3.3,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.293,-0.124,38.3,49.2,4.0,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.205,0.094,41.6,63.0,7.4,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.247,-0.223,36.9,35.2,0.5,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.34,-0.176,30.8,24.2,0.1,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.227,-0.028,41.4,50.1,0.3,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.26,-0.047,39.1,45.2,5.9,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.335,-0.036,36.4,41.0,4.2,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.291,-0.167,40.1,26.3,3.5,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.176,0.084,31.1,27.5,3.8,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.266,-0.12,41.6,67.9,6.3,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.242,0.039,34.1,62.1,5.9,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.216,0.036,34.3,65.2,6.9,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.334,-0.033,30.6,46.8,6.6,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.159,0.068,41.4,24.7,3.4,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.244,-0.1,40.2,62.6,3.8,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.255,-0.179,39.5,65.4,7.1,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.237,-0.019,41.8,44.7,1.6,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.469,-0.076,36.2,29.9,3.7,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.207,0.039,30.3,44.7,0.7,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.2,-0.249,37.6,58.9,0.0,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.223,-0.166,40.9,59.4,3.2,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.29,-0.035,36.9,38.0,5.6,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.28,0.029,31.4,40.4,0.7,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.203,0.058,33.1,34.2,4.8,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.242,0.024,33.5,52.9,7.1,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.384,-0.224,41.5,28.5,5.5,CLEAR,2025-10-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.219,-0.009,40.6,28.1,0.8,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.154,0.023,39.5,65.5,1.4,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.257,0.011,32.2,51.9,6.8,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.262,0.002,37.0,63.5,5.7,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.414,-0.116,36.1,40.4,2.0,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.347,-0.048,32.6,30.8,4.7,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.347,-0.127,40.5,66.3,4.3,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.226,-0.061,36.7,40.9,6.3,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.246,-0.161,38.8,61.0,5.4,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.197,0.066,34.5,51.6,0.3,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.217,-0.228,34.0,37.6,6.2,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.27,-0.143,34.7,31.9,4.2,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.233,-0.161,38.5,22.7,1.3,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.469,-0.192,35.8,65.1,2.7,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.205,-0.147,38.7,52.3,2.5,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.199,0.064,31.9,56.8,3.4,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.26,-0.248,36.3,50.0,0.4,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.203,0.081,35.1,36.6,7.1,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.267,-0.013,38.5,28.0,3.0,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.263,-0.057,39.1,32.1,6.5,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.238,-0.026,30.5,52.3,5.8,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.294,-0.244,32.8,48.4,3.2,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.404,0.067,39.0,39.3,7.6,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.259,0.014,36.3,68.0,2.4,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.28,0.099,31.6,54.7,6.3,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.348,-0.186,36.7,63.0,6.9,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.252,0.077,30.3,22.8,7.1,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.2,-0.213,30.5,35.4,4.2,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.274,-0.101,30.3,38.5,4.1,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.315,0.031,40.9,33.0,8.0,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.321,-0.225,37.3,28.9,7.9,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.312,-0.129,39.0,45.4,1.6,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.17,-0.068,33.7,44.6,7.2,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.246,0.059,30.3,58.9,2.5,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.279,-0.203,39.8,49.4,6.6,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.209,-0.001,30.7,45.4,3.6,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.459,-0.133,30.4,36.8,7.8,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.248,0.028,40.2,51.1,6.5,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.307,-0.022,34.7,42.8,1.7,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.258,-0.156,41.7,43.7,0.7,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.253,0.04,40.0,55.8,1.2,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.247,-0.104,30.8,34.7,7.0,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.319,-0.008,41.5,34.2,1.9,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.245,-0.13,35.3,29.5,3.6,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.378,-0.077,32.4,57.1,0.5,CLEAR,2025-11-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.207,-0.113,31.0,52.8,6.1,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.18,-0.143,40.8,24.8,6.6,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.288,-0.135,38.1,58.3,7.2,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.302,0.075,37.9,41.6,1.0,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.403,-0.031,41.6,43.8,3.8,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.249,-0.25,32.7,65.2,3.8,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.218,-0.129,40.6,42.8,5.3,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.201,-0.205,37.8,29.5,6.5,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.32,-0.024,35.2,37.7,4.6,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.211,-0.118,34.3,30.2,3.0,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.145,-0.014,33.1,32.8,2.4,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.295,-0.071,41.8,48.3,4.8,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.254,-0.125,32.8,52.2,5.0,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.347,-0.01,40.3,34.1,0.3,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.146,-0.159,40.4,38.5,7.0,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.19,-0.036,41.7,54.6,7.7,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.21,-0.053,37.9,39.7,5.5,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.291,0.042,30.7,61.5,4.1,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.25,0.003,40.4,45.9,0.5,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.331,0.019,36.2,34.5,7.8,CLEAR,2025-11-06T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.317,-0.171,31.6,48.8,5.5,CLEAR,2025-11-06T10:30:00Z
